X,Y
-5.0,-124.57685371025207
-4.915966386554622,-114.75404917715764
-4.831932773109243,-109.64760877743801
-4.7478991596638656,-107.35924699308562
-4.663865546218488,-99.69694423073842
-4.579831932773109,-92.53996673958144
-4.495798319327731,-80.92426694721972
-4.411764705882353,-85.40077264966129
-4.3277310924369745,-81.02608460424213
-4.243697478991597,-78.84617031676714
-4.159663865546218,-84.34605008311414
-4.07563025210084,-71.27938549370748
-3.991596638655462,-67.35487577031601
-3.907563025210084,-51.96183530742917
-3.8235294117647056,-61.972897842427884
-3.7394957983193278,-56.3456513069106
-3.6554621848739495,-54.976709471108414
-3.571428571428571,-57.70199077118803
-3.4873949579831933,-43.30384358008556
-3.403361344537815,-42.51977642041667
-3.3193277310924367,-39.686112394002244
-3.235294117647059,-45.64860631529265
-3.1512605042016806,-31.644880518031933
-3.0672268907563023,-43.32029628991678
-2.9831932773109244,-31.122170034603947
-2.899159663865546,-20.94103727916974
-2.815126050420168,-34.77252206800932
-2.7310924369747895,-30.66573900658536
-2.6470588235294117,-25.43650808398577
-2.5630252100840334,-26.636982118051765
-2.478991596638655,-30.14030408060002
-2.3949579831932772,-20.39231902134709
-2.310924369747899,-24.47378307898236
-2.2268907563025206,-15.298636369574757
-2.142857142857143,-20.84347685630021
-2.0588235294117645,-7.150083724963185
-1.9747899159663862,-17.541284931748397
-1.8907563025210083,-14.030671178766038
-1.80672268907563,-7.216424798771345
-1.7226890756302518,-16.36850166844056
-1.6386554621848735,-8.071791279227769
-1.5546218487394956,-1.731249464697921
-1.4705882352941173,-15.423432863219324
-1.386554621848739,-5.641301775053746
-1.3025210084033612,-4.501132149331665
-1.2184873949579829,-1.1833472426596496
-1.1344537815126046,-10.623190817580408
-1.0504201680672267,-10.438975923484033
-0.9663865546218489,-0.6757403106371407
-0.8823529411764701,-1.2979994915584716
-0.7983193277310923,-1.0748725158990713
-0.7142857142857135,-0.18466857350637178
-0.6302521008403357,-4.949984778262726
-0.5462184873949578,-0.06314268251797084
-0.4621848739495791,0.5265829990865347
-0.3781512605042012,-4.2629426103112396
-0.2941176470588234,8.849023176525737
-0.21008403361344463,2.066173907538658
-0.12605042016806678,-6.115346712216823
-0.042016806722688926,3.23718332386373
0.042016806722689815,-4.834885280019876
0.12605042016806767,4.030697411217656
0.21008403361344552,5.919427387340121
0.29411764705882426,-3.9695829738061814
0.3781512605042021,4.9360726631173435
0.46218487394957997,2.148224571258209
0.5462184873949587,4.141293424407294
0.6302521008403366,9.444955241185381
0.7142857142857144,-1.3508472855537113
0.7983193277310932,-3.9905990502750868
0.882352941176471,-4.778836141614285
0.9663865546218489,-4.529215177921114
1.0504201680672276,-0.9623458069373954
1.1344537815126055,0.9962556077202225
1.2184873949579833,0.5370694715103306
1.302521008403362,3.150218456425466
1.38655462184874,-1.0606543503755974
1.4705882352941178,6.003168045057905
1.5546218487394965,-2.7237173003925483
1.6386554621848743,12.069169890203225
1.722689075630253,1.4718862199125704
1.806722689075631,-6.058764397344424
1.8907563025210088,-7.2339364746595605
1.9747899159663875,0.4381996974730291
2.0588235294117654,-3.172575477616431
2.1428571428571432,1.4490112168161455
2.226890756302522,0.1966168835959401
2.3109243697479,-2.563365823711422
2.3949579831932777,-6.442129660009636
2.4789915966386564,-9.768846542980237
2.5630252100840343,-4.3893638229695515
2.647058823529412,2.1890772201416837
2.731092436974791,-0.9307445179810614
2.8151260504201687,-8.108592170221074
2.8991596638655466,-0.8612869888643981
2.9831932773109253,0.3852738830771094
3.0672268907563023,-5.739769402564581
3.151260504201682,-0.29429345892565284
3.2352941176470598,-0.47579947717769405
3.3193277310924376,-6.145325705532697
3.4033613445378155,1.7369046196149829
3.4873949579831933,3.1741859126354464
3.571428571428573,6.253448635701465
3.655462184873951,6.622545742583007
3.7394957983193287,-4.970274123798415
3.8235294117647065,-2.1555408315723525
3.9075630252100844,5.7770270219429705
3.991596638655462,6.493581671679845
4.075630252100842,7.279006740633427
4.15966386554622,24.804637562568942
4.2436974789915975,9.292520118603612
4.327731092436975,13.074639124976045
4.411764705882353,13.188999251009673
4.495798319327731,12.763342597521145
4.579831932773111,9.08443267065935
4.663865546218489,15.678794442059235
4.747899159663866,9.313548852942318
4.831932773109244,13.359645865715393
4.915966386554622,13.557102769245676
5.0,17.909370696931614
