X,Y
0,0.049671415
0.084338058,0.070411682
0.168676116,0.232646255
0.253014173,0.402626287
0.337352231,0.307574392
0.421690289,0.385889558
0.506028347,0.642628449
0.590366405,0.633408919
0.674704463,0.577719123
0.75904252,0.742483118
0.843380578,0.700553502
0.927718636,0.753681004
1.012056694,0.872120155
1.096394752,0.698238221
1.180732809,0.752393126
1.265070867,0.897400098
1.349408925,0.874310626
1.433746983,1.022048162
1.518085041,0.907808674
1.602423098,0.858269545
1.686761156,1.139848488
1.771099214,0.957428728
1.855437272,0.966515362
1.93977533,0.790221249
2.024113388,0.844561072
2.108451445,0.870004169
2.192789503,0.697619377
2.277127561,0.798317994
2.361465619,0.643305855
2.445803677,0.611821842
2.530141734,0.513885438
2.614479792,0.688268013
2.69881785,0.427098608
2.783155908,0.245039666
2.867493966,0.352933873
2.951832024,0.066539462
3.036170081,0.126113764
3.120508139,-0.17488406
3.204846197,-0.196029977
3.289184255,-0.127370223
3.373522313,-0.156009284
3.45786037,-0.293884734
3.542198428,-0.401541054
3.626536486,-0.496269038
3.710874544,-0.686879531
3.795212602,-0.680048637
3.879550659,-0.718842436
3.963888717,-0.626998102
4.048226775,-0.753071649
4.132564833,-1.012863024
4.216902891,-0.847329301
4.301240949,-0.95517083
4.385579006,-1.014763434
4.469917064,-0.909579798
4.554255122,-0.884422922
4.63859318,-0.904150313
4.722931238,-1.083866183
4.807269295,-1.026423476
4.891607353,-0.950856983
4.975945411,-0.867915067
5.060283469,-0.988010029
5.144621527,-0.926598699
5.228959584,-0.980151569
5.313297642,-0.944442868
5.3976357,-0.693010348
5.481973758,-0.582575656
5.566311816,-0.664231938
5.650649874,-0.490838272
5.734987931,-0.484985997
5.819325989,-0.511914919
5.903664047,-0.334336278
5.988002105,-0.137111477
6.072340163,-0.212869007
6.15667822,0.030294446
6.241016278,-0.304131043
6.325354336,0.124346783
6.409692394,0.134874626
6.494030452,0.179385668
6.57836851,0.300091211
6.662706567,0.171718947
6.747044625,0.425435755
6.831382683,0.556860856
6.915720741,0.738980967
7.000058799,0.605203904
7.084396856,0.637350298
7.168734914,0.724087226
7.253072972,0.916362417
7.33741103,0.902393183
7.421749088,0.855056781
7.506087145,0.991419349
7.590425203,0.975177334
7.674763261,1.080847826
7.759101319,0.925296929
7.843439377,0.967178216
7.927777435,0.95806751
8.012115492,0.84117138
8.09645355,1.000359455
8.180791608,0.973176761
8.265129666,0.917173948
8.349467724,0.856278985
8.433805781,0.695021934
8.518143839,0.745368946
8.602481897,0.698438873
8.686819955,0.592550831
8.771158013,0.591935645
8.855496071,0.579432418
8.939834128,0.654777259
9.024172186,0.407434007
9.108510244,0.336776602
9.192848302,0.22241135
9.27718636,-0.044820775
9.361524417,0.060559985
9.445862475,-0.015059931
9.530200533,0.141096807
9.614538591,-0.207859924
9.698876649,-0.240524647
9.783214706,-0.354281936
9.867552764,-0.545316134
9.951890822,-0.388757913
10.03622888,-0.498862796
10.12056694,-0.561888022
10.204905,-0.79430847
10.28924305,-0.620468761
10.37358111,-0.952903841
10.45791917,-0.800226201
10.54225723,-0.679953782
10.62659528,-1.0317497
10.71093334,-1.016392315
10.7952714,-0.970041222
10.87960946,-1.043631176
10.96394752,-1.154566258
11.04828557,-0.991754784
11.13262363,-1.0968538
11.21696169,-0.928234495
11.30129975,-1.045571274
11.3856378,-0.769891469
11.46997586,-0.967891574
11.55431392,-0.880130079
11.63865198,-0.718902257
11.72299004,-0.869981703
11.80732809,-0.66548112
11.89166615,-0.493952286
11.97600421,-0.71741377
12.06034227,-0.466243781
12.14468033,-0.383314975
12.22901838,-0.252807443
12.31335644,-0.374018372
12.3976945,-0.299923062
12.48203256,-0.032043955
12.56637061,0.029698467
