X,Y
0,4.483570765
0.084033613,1.394502507
0.168067227,5.413773597
0.25210084,9.883828003
0.336134454,1.195265403
0.420168067,1.296878685
0.504201681,10.46951565
0.588235294,6.521057186
0.672268908,0.451682438
0.756302521,5.631967625
0.840336134,0.727346274
0.924369748,0.846428773
1.008403361,4.521137847
1.092436975,-6.11297907
1.176470588,-5.022973735
1.260504202,0.944730326
1.344537815,-1.146802925
1.428571429,5.656690804
1.512605042,-0.279351202
1.596638655,-2.617911177
1.680672269,11.96253528
1.764705882,3.704276679
1.848739496,5.37819972
1.932773109,-1.866881747
2.016806723,2.760527937
2.100840336,6.272317077
2.18487395,0.208094398
2.268907563,8.097439345
2.352941176,3.482623394
2.43697479,5.30566751
2.521008403,4.045865857
2.605042017,16.61850825
2.68907563,7.605339874
2.773109244,2.713527712
2.857142857,12.45819233
2.941176471,2.599370285
3.025210084,10.12139496
3.109243697,-0.33175805
3.193277311,3.231892807
3.277310924,11.28079188
3.361344538,14.43066146
3.445378151,12.05597319
3.529411765,11.10146759
3.613445378,10.67539027
3.697478992,5.311006036
3.781512605,9.649532598
3.865546218,11.51409039
3.949579832,19.69582277
4.033613445,16.74667418
4.117647059,6.858288594
4.201680672,17.9664901
4.285714286,15.12210152
4.369747899,14.39444591
4.453781513,21.60037232
4.537815126,24.49266252
4.621848739,24.8238835
4.705882353,16.83682245
4.789915966,20.38941256
4.87394958,24.53308682
4.957983193,28.73618339
5.042016807,22.48640086
5.12605042,25.02172538
5.210084034,21.53191284
5.294117647,22.24390744
5.378151261,33.49875851
5.462184874,37.48049291
5.546218487,31.65661041
5.630252101,38.40822468
5.714285714,36.63159625
5.798319328,33.09216001
5.882352941,39.68320472
5.966386555,47.19175441
6.050420168,41.01753308
6.134453782,50.78771304
6.218487395,31.70946192
6.302521008,50.84050919
6.386554622,49.17155285
6.470588235,49.33265393
6.554621849,53.46761276
6.638655462,45.34567865
6.722689076,56.5574907
6.806722689,61.91554121
6.890756303,70.0997466
6.974789916,62.80994908
7.058823529,64.16533318
7.142857143,68.62594958
7.226890756,78.76427959
7.31092437,79.01454913
7.394957983,78.04212856
7.478991597,86.71987644
7.56302521,88.25012425
7.647058824,96.3741224
7.731092437,91.94840645
7.81512605,97.91668434
7.899159664,101.8665589
7.983193277,100.9649541
8.067226891,114.4097508
8.151260504,119.0804422
8.235294118,122.8547018
8.319327731,126.9270435
8.403361345,126.5201526
8.487394958,137.2266953
8.571428571,143.5952758
8.655462185,147.5329563
8.739495798,157.2409859
8.823529412,166.8498005
8.907563025,181.3336422
8.991596639,180.1522921
9.075630252,188.2603939
9.159663866,194.6237836
9.243697479,193.7698273
9.327731092,211.9578577
9.411764706,221.492804
9.495798319,242.9996411
9.579831933,239.6207146
9.663865546,252.4141348
9.74789916,261.4997363
9.831932773,267.0588311
9.915966387,290.3271172
10,300.5859834
