feature_1,feature_2,feature_3,feature_4,feature_5
-7.023664400983252,-2.7803081284395352,-1.5966139706441353,0.21973770128613968,-5.967201605688214
-9.421251211323872,9.129557115715652,7.242582487652321,-4.713934152707759,-5.261544337668992
-9.370978364438614,9.43405160816732,6.121731462437837,-3.4080977481863144,-7.59114365477099
-2.59848565714545,4.1523851180947124,3.1032973742266665,1.5943174568509915,-8.751301964098545
-0.8058491627818518,10.445288773438126,5.616965713186798,1.5002658169802134,-5.741173360411369
-8.024196761125268,-9.992041281316958,5.913668263835406,3.2665124977617985,3.8707123477617036
-1.9593002539074778,7.604466448707289,3.869078460223061,0.38434940110730453,-6.973645837061028
-8.762113755673456,10.065357754987279,5.410372291805222,-5.529172563027694,-5.817290211775996
-5.936583584999147,-1.9890114498870697,-3.1444594731580553,-4.9414944324511945,-4.9192344540543855
-4.375252836748837,-8.246320461901538,5.529698322445927,2.689204237194387,5.956398785889386
-2.536967327041335,8.581298169818114,5.123956676735236,0.7323232686122476,-6.100607419789512
-10.107832695269904,-9.91705773549964,7.006827557257162,0.5415309441373997,3.9645661052824517
-2.8696857202899526,8.452054916873925,5.706318788533339,2.639564651169792,-7.42107643987989
-6.045764579174957,-8.154496098513599,10.57102643285033,1.057022889293961,5.553211748042765
-5.509732653926072,-10.043096182656527,9.562555768937987,1.6156148333003224,4.1294006143982545
-7.526115007711066,-5.340250387008436,-1.6702777606098902,-2.0854643863484617,-4.299489731883901
-7.717972540781872,9.305191029190839,8.076026731595565,-6.302978316986555,-8.919308036098066
-9.915378957172512,8.12674615031126,5.6707194831188446,-7.38766734244806,-7.540643518049543
-3.19752401735616,10.632307378345265,4.582116131977041,1.7142287340295026,-5.554137284921262
0.35492733765244555,6.91643476746961,5.484332691263957,0.9972058302579916,-7.610315266798314
-7.176117223736936,-9.065237682116278,7.031160494969682,3.7229553801647723,5.051786639342202
-9.702883161522404,-9.661415118247453,7.462790267210376,2.262084822860276,2.619938844531972
-6.50474615175962,-4.492569473424368,1.3064914104862422,-0.046845876370835926,-5.177934988309364
-8.467433758257208,-6.692919238171234,1.6705131298426674,-2.37906421909884,-4.652773487653092
-2.0650172074558863,9.405869036468156,4.647549021191793,1.6212889838780116,-9.002683304226892
-4.138615894854868,-3.2422014940374546,1.9381094162525188,-1.7166175821766267,-3.050566836903595
-5.591427531466597,-1.9710605481371513,-1.1656065925589203,-1.909358532635584,-4.402366026387945
-5.50218606836251,-4.7374555880594045,3.380297324882187,-2.523022082185558,-6.709191752990054
-6.08546765487547,-0.6208204275800471,1.234608320416446,-1.4473762566658799,-2.562402093103815
-6.463062796097096,-3.0926756994774975,1.9195204896914895,-1.4502223990664262,-1.3921622238477669
-5.973336603742896,-7.514828163150897,6.645387416249083,1.3172370132249234,4.560268900398982
-5.307075280748112,-4.087358513947841,1.3452862219210266,-2.3471584581497718,-4.248864742326837
-2.561265277610615,7.261269071769023,6.354113058000632,3.101069232970893,-5.6930792705867
-2.568530353837733,10.036537174257258,4.682356400423793,2.01780389318435,-5.472201482187273
-4.486576539455142,-4.810616570890856,-3.0903279185593995,-1.9794307446943904,-2.8052065980130516
-2.8478620737825535,9.115578435230207,2.502756556907916,1.156595597152958,-6.713243306586471
-7.343923208850741,-9.966562365021884,7.802284681127474,4.032975903898892,1.348692851452292
-10.839794682321324,10.544241715599176,4.334650543193967,-6.702350331262036,-5.468838949485359
-7.2230094662859745,-10.329851818548779,3.4800224273057374,1.7357585909639222,7.780374688340283
-2.3451054311454107,10.102936064046359,5.361392683833171,2.308995720359429,-8.065338874319238
-7.046948685298997,-10.194189218833195,6.220228001614053,3.8764399976798316,5.798416736812312
-4.724015005113628,-5.234079314427228,1.0180213124362278,-1.5488612697324315,-2.9050940402117904
-2.891663449184033,11.270275611072353,0.6634241236385834,3.6104299618244244,-5.010499402404827
-6.003490122567221,-5.873666879862782,4.977160497932126,4.448119097317111,4.317985462205728
-9.05062968676952,8.301762629666676,7.785735590893865,-4.724956178249171,-3.5905874059133707
-4.571746387982657,-4.3239722228519595,-0.01576942772003498,-0.6108850774868595,-6.210820550588524
-3.47905694941654,7.391964122776729,7.170591288836949,3.2956293193649078,-6.891586153126196
-9.244698081775397,11.009674062313229,6.9853623011755595,-4.397191454292505,-6.809723957168763
-7.571077790503137,-4.945676290358492,-1.5307053138697175,-1.4749068031852202,-6.7024185618787415
-7.269429609651822,-7.730112035304756,8.246574141518284,0.6191421817972826,5.7904247301834575
-6.8378378572222545,-8.852006251602315,8.95236626424607,2.7343475841841047,4.123911117803193
-5.857372320627107,-5.243028169995579,0.7667227468013808,0.5938174288164104,-3.2961684954499866
-4.681324135298736,6.903090466633489,3.5622125043494473,1.652998956372961,-6.413265842754263
-4.364623689369873,7.033601208571907,5.422791184653448,2.418646693790511,-6.503887915632455
-9.532768641620224,-8.353576185358838,7.1021190360507,1.3232454820618123,1.7693969550207158
-3.5469386480883918,-4.637804097449458,0.9818165391735328,-4.066893816001233,-7.763351502508697
-6.060033059028248,-3.22474770333579,0.7873921430499644,-2.89064260672097,-3.865874539050985
-2.592574629418433,9.434239067678051,2.9516452652805367,5.6417976533659715,-6.6857954181884285
-4.807928475240217,-10.776721799294439,8.358084623366494,1.267838079037161,4.556682378917499
-4.343761639288706,-6.025377655055553,1.373984934391731,-2.466254831079118,-6.298317983925442
-2.584554787226456,8.655864057898707,3.2785333431657047,1.1080126880882328,-5.7465403524126355
-5.995557686128386,-4.434794899819595,-1.9222224060094844,-1.755088907631937,-4.679997614155866
-2.0199980896895733,7.137615763620367,6.025919365038453,1.6958164792762485,-7.663711721929829
-6.77327356138601,-1.8802800620672722,0.19459976595351147,-1.013336488955413,-2.4563719798260637
-4.987227342204959,-10.19692620792994,6.342873407525474,1.1288082937989374,6.223108695677135
-7.120356203909401,-3.8665446207990413,-0.5135997613647469,-1.0261933732772939,-6.788749734992074
-10.665188450205354,9.05241010546951,8.4184406285495,-5.46205634000444,-7.160322097769385
-7.497967030200184,-1.5769713640639047,-1.800563481970308,1.083363569511513,-4.734430571967123
-8.477780087889006,-9.296164813168012,6.409254612259779,1.7418432803860067,4.24642644326657
-4.337533032629818,-9.772301799237688,7.615434098354568,0.9085943563171033,2.18141778908985
-7.086167275875042,-8.252630481742676,7.168690286099959,2.420343758963618,3.287313569503536
-7.591301521101347,12.278748296456278,4.814510286675089,-5.646337161568138,-8.303762093664131
-2.395189535934133,9.822420116867875,3.258868446609052,2.227210919994849,-9.00019893650874
-6.876584794664673,-6.926340431926761,-0.08739177480698035,-1.8195282937601547,-3.2249256588780733
-2.749351813625666,-2.1387701730149864,1.5793689751230255,-1.1934008898526027,-2.6646813951441577
-1.4862681661103043,8.548885993308138,5.126128364960764,1.777955102389205,-6.734133243662193
-2.736875265606125,9.896761937925186,5.06136663783065,1.0391204042098412,-7.191810566687183
-2.195902230545617,6.074780942378658,2.6475997628804557,2.2684615377444173,-5.771927321158154
-4.737923866750034,-4.478605639457549,2.52179976762483,0.5780183071196254,-1.6798179478239512
-5.7016224885888365,-5.199902496923044,0.6416341977672604,-3.2578472375901337,-6.8650768748410265
-10.631852429879547,8.021006568115023,8.508228825670777,-6.347562303587116,-4.760931655316963
-5.417313148602302,-8.086686501726243,7.607895340396818,3.5238693737148874,0.10660311642205311
-9.691261183212154,7.34572448499067,9.629766814854648,-4.386173703172394,-6.204869968950767
-8.000927111997681,-12.474688147045423,8.649591010040277,3.1275660805028256,3.739460220243589
-4.04104684874882,10.076820799147352,5.0055799068849,1.1270517378356395,-8.800083789157611
-10.00802562764946,7.951390350874599,7.4078011461922335,-6.845626090044396,-3.115916554148084
